NAME,DATE,TAVG,TMAX,TMIN,PRCP
"JIANGBEI, CH",2020-05-30,27.39,34.39,20.11,0.0
"JIANGBEI, CH",2020-05-31,22.94,34.39,20.0,2.03
"JIANGBEI, CH",2020-06-01,26.56,32.89,19.0,23.62
"JIANGBEI, CH",2020-06-02,18.44,32.89,18.0,26.92
"JIANGBEI, CH",2020-06-03,23.06,28.11,18.61,0.0
"JIANGBEI, CH",2020-06-04,25.83,32.0,20.22,0.0
"JIANGBEI, CH",2020-06-05,28.28,34.22,21.89,0.0
"JIANGBEI, CH",2020-06-06,27.72,34.22,24.0,2.29
"JIANGBEI, CH",2020-06-07,23.22,31.22,22.0,6.35
"JIANGBEI, CH",2020-06-08,23.06,27.61,20.0,21.08
"JIANGBEI, CH",2020-06-09,22.44,27.61,21.0,0.76
"JIANGBEI, CH",2020-06-10,26.33,31.0,21.78,0.25
"JIANGBEI, CH",2020-06-11,25.39,31.0,23.0,0.0
"JIANGBEI, CH",2020-06-12,25.33,28.61,23.0,12.19
"JIANGBEI, CH",2020-06-13,26.78,32.89,23.78,0.76
"JIANGBEI, CH",2020-06-14,26.44,32.89,23.0,0.0
"JIANGBEI, CH",2020-06-15,31.33,36.39,24.78,0.0
"JIANGBEI, CH",2020-06-16,31.72,36.78,27.0,0.51
"JIANGBEI, CH",2020-06-17,23.44,36.78,22.0,1.78
"JIANGBEI, CH",2020-06-18,26.72,31.78,23.0,0.0
"JIANGBEI, CH",2020-06-19,27.5,33.89,21.0,27.69
"JIANGBEI, CH",2020-06-20,22.22,33.89,21.0,1.78
"JIANGBEI, CH",2020-06-21,24.83,28.5,22.0,0.0
"JIANGBEI, CH",2020-06-22,24.06,28.5,23.0,2.54
"JIANGBEI, CH",2020-06-23,23.94,27.78,22.0,6.86
"JIANGBEI, CH",2020-06-24,27.72,33.11,23.0,0.0
"JIANGBEI, CH",2020-06-25,31.06,37.11,24.22,0.0
"JIANGBEI, CH",2020-06-26,29.28,37.11,24.0,23.62
"JIANGBEI, CH",2020-06-27,22.94,36.0,22.0,45.47
"JIANGBEI, CH",2020-06-28,24.28,27.5,22.72,2.54
"JIANGBEI, CH",2020-06-29,29.17,33.72,24.0,0.0
"JIANGBEI, CH",2020-06-30,26.72,33.72,25.0,3.81
"JIANGBEI, CH",2020-07-01,23.83,29.39,21.0,87.12
"JIANGBEI, CH",2020-07-02,24.33,28.72,21.0,1.02
"JIANGBEI, CH",2020-07-03,28.39,33.89,22.28,0.0
"JIANGBEI, CH",2020-07-04,25.72,33.89,24.5,35.05
"JIANGBEI, CH",2020-07-05,25.22,28.0,23.0,10.92
"JIANGBEI, CH",2020-07-06,24.44,26.5,23.0,2.29
"JIANGBEI, CH",2020-07-07,24.67,27.78,23.0,10.92
"JIANGBEI, CH",2020-07-08,26.94,31.89,24.0,0.0
"JIANGBEI, CH",2020-07-09,28.67,33.28,25.39,0.0
"JIANGBEI, CH",2020-07-10,26.5,33.28,24.0,51.31
"JIANGBEI, CH",2020-07-11,24.67,31.39,24.0,8.89
"JIANGBEI, CH",2020-07-12,24.72,27.5,23.0,10.16
"JIANGBEI, CH",2020-07-13,25.39,29.22,22.0,36.83
"JIANGBEI, CH",2020-07-14,30.67,36.22,23.39,0.0
"JIANGBEI, CH",2020-07-15,27.11,36.22,25.0,0.51
"JIANGBEI, CH",2020-07-16,25.33,31.72,24.0,17.27
"JIANGBEI, CH",2020-07-17,24.22,27.39,23.0,26.16
"JIANGBEI, CH",2020-07-18,25.83,30.22,23.0,1.27
"JIANGBEI, CH",2020-07-19,28.28,34.39,24.0,0.0
"JIANGBEI, CH",2020-07-20,27.0,34.39,24.0,0.0
"JIANGBEI, CH",2020-07-21,26.44,31.61,23.0,0.0
"JIANGBEI, CH",2020-07-22,26.22,31.61,24.0,0.0
"JIANGBEI, CH",2020-07-23,30.72,35.72,25.11,0.0
"JIANGBEI, CH",2020-07-24,32.17,36.78,27.61,0.0
"JIANGBEI, CH",2020-07-25,29.11,36.78,23.0,37.08
"JIANGBEI, CH",2020-07-26,25.28,35.89,23.0,28.19
"JIANGBEI, CH",2020-07-27,29.5,35.72,23.78,0.0
"JIANGBEI, CH",2020-07-28,31.89,38.61,26.0,0.0
"JIANGBEI, CH",2020-07-29,30.83,38.61,26.0,0.0
"JIANGBEI, CH",2020-07-30,25.39,36.61,23.0,1.27
"JIANGBEI, CH",2020-07-31,26.17,31.22,23.89,0.0
"JIANGBEI, CH",2020-08-01,30.78,36.89,24.78,0.0
"JIANGBEI, CH",2020-08-02,31.72,37.11,26.89,0.0
"JIANGBEI, CH",2020-08-03,33.17,38.28,28.39,0.0
"JIANGBEI, CH",2020-08-04,33.72,38.72,29.11,0.0
"JIANGBEI, CH",2020-08-05,34.61,39.22,29.28,0.0
"JIANGBEI, CH",2020-08-06,33.94,39.22,30.0,0.0
"JIANGBEI, CH",2020-08-07,32.0,38.5,28.0,0.0
"JIANGBEI, CH",2020-08-08,29.56,37.0,26.0,4.83
"JIANGBEI, CH",2020-08-09,30.17,35.39,26.0,0.25
"JIANGBEI, CH",2020-08-10,33.06,38.5,27.5,0.0
"JIANGBEI, CH",2020-08-11,32.06,38.5,29.89,0.0
"JIANGBEI, CH",2020-08-12,33.17,37.89,29.0,0.0
"JIANGBEI, CH",2020-08-13,25.94,37.89,24.72,2.29
"JIANGBEI, CH",2020-08-14,32.61,38.22,24.72,0.0
"JIANGBEI, CH",2020-08-15,32.44,38.22,26.61,0.0
"JIANGBEI, CH",2020-08-16,32.33,37.39,28.0,0.0
"JIANGBEI, CH",2020-08-17,31.78,37.0,25.0,0.0
"JIANGBEI, CH",2020-08-18,23.56,36.5,20.0,0.0
"JIANGBEI, CH",2020-08-19,25.0,29.78,20.89,3.81
"JIANGBEI, CH",2020-08-20,27.72,32.72,21.61,0.0
"JIANGBEI, CH",2020-08-21,29.67,35.5,25.0,0.0
"JIANGBEI, CH",2020-08-22,31.83,36.89,26.89,0.0
"JIANGBEI, CH",2020-08-23,33.5,40.5,25.0,0.0
"JIANGBEI, CH",2020-08-24,24.72,40.5,22.0,0.0
"JIANGBEI, CH",2020-08-25,28.56,35.61,22.72,0.0
"JIANGBEI, CH",2020-08-26,30.11,36.78,24.0,0.0
"JIANGBEI, CH",2020-08-27,32.67,39.89,25.39,0.0
"JIANGBEI, CH",2020-08-28,33.17,39.89,27.0,0.0
"JIANGBEI, CH",2020-08-29,34.17,40.28,27.61,0.0
"JIANGBEI, CH",2020-08-30,33.39,40.28,26.0,0.0
"JIANGBEI, CH",2020-08-31,27.44,39.39,24.0,0.0
"JIANGBEI, CH",2020-09-01,28.56,33.78,25.0,0.0
"JIANGBEI, CH",2020-09-02,26.17,33.78,24.28,2.03
"JIANGBEI, CH",2020-09-03,24.5,28.78,21.0,10.16
"JIANGBEI, CH",2020-09-04,23.56,27.5,21.0,6.1
"JIANGBEI, CH",2020-09-05,26.72,31.0,21.61,0.0
"JIANGBEI, CH",2020-09-06,22.11,30.78,21.0,7.62
"JIANGBEI, CH",2020-09-07,27.33,33.5,21.0,0.0
"JIANGBEI, CH",2020-09-08,28.72,33.5,22.5,0.0
"JIANGBEI, CH",2020-09-09,28.78,35.0,22.0,16.76
"JIANGBEI, CH",2020-09-10,24.28,34.72,22.0,5.59
"JIANGBEI, CH",2020-09-11,25.22,29.0,22.0,0.25
"JIANGBEI, CH",2020-09-12,21.39,28.72,19.0,5.08
"JIANGBEI, CH",2020-09-13,19.89,25.39,19.0,10.92
"JIANGBEI, CH",2020-09-14,20.72,22.11,19.0,3.3
"JIANGBEI, CH",2020-09-15,22.06,23.72,20.0,2.79
"JIANGBEI, CH",2020-09-16,21.22,23.72,18.0,15.49
"JIANGBEI, CH",2020-09-17,18.89,23.61,18.0,17.78
"JIANGBEI, CH",2020-09-18,23.17,27.78,18.61,0.0
"JIANGBEI, CH",2020-09-19,25.33,30.39,20.28,0.0
"JIANGBEI, CH",2020-09-20,23.67,30.39,20.0,0.25
"JIANGBEI, CH",2020-09-21,20.44,27.78,19.0,8.38
"JIANGBEI, CH",2020-09-22,18.56,22.28,18.0,10.92
"JIANGBEI, CH",2020-09-23,20.11,23.5,18.0,3.3
"JIANGBEI, CH",2020-09-24,22.39,27.22,18.0,6.86
"JIANGBEI, CH",2020-09-25,18.56,27.22,17.0,36.83
"JIANGBEI, CH",2020-09-26,20.5,22.78,18.0,0.51
"JIANGBEI, CH",2020-09-27,21.61,25.0,18.72,0.0
"JIANGBEI, CH",2020-09-28,20.06,25.0,18.0,3.81
"JIANGBEI, CH",2020-09-29,20.06,23.39,19.0,1.02
"JIANGBEI, CH",2020-09-30,22.78,27.0,19.5,0.0
"JIANGBEI, CH",2020-10-01,21.17,27.0,19.0,3.05
"JIANGBEI, CH",2020-10-02,20.28,23.11,19.0,31.75
"JIANGBEI, CH",2020-10-03,19.44,21.5,18.0,9.4
"JIANGBEI, CH",2020-10-04,17.61,21.5,17.0,15.75
"JIANGBEI, CH",2020-10-05,15.5,19.0,14.0,12.7
"JIANGBEI, CH",2020-10-06,15.11,17.78,14.0,7.87
"JIANGBEI, CH",2020-10-07,17.11,19.61,14.0,1.78
"JIANGBEI, CH",2020-10-08,16.39,19.61,15.0,0.0
"JIANGBEI, CH",2020-10-09,16.67,18.72,15.0,0.76
"JIANGBEI, CH",2020-10-10,18.5,20.39,16.0,0.0
"JIANGBEI, CH",2020-10-11,17.89,20.39,17.0,4.06
"JIANGBEI, CH",2020-10-12,17.78,19.72,17.0,4.32
"JIANGBEI, CH",2020-10-13,18.61,20.0,17.0,0.0
"JIANGBEI, CH",2020-10-14,16.44,20.0,14.0,6.1
"JIANGBEI, CH",2020-10-15,14.94,19.72,14.0,9.91
"JIANGBEI, CH",2020-10-16,14.61,17.0,13.0,5.59
"JIANGBEI, CH",2020-10-17,15.11,17.5,13.0,7.11
"JIANGBEI, CH",2020-10-18,15.89,19.28,14.0,1.02
"JIANGBEI, CH",2020-10-19,16.33,19.72,14.0,3.81
"JIANGBEI, CH",2020-10-20,15.33,19.72,13.0,1.52
"JIANGBEI, CH",2020-10-21,15.39,19.89,12.0,0.0
"JIANGBEI, CH",2020-10-22,16.72,22.72,12.0,0.0
"JIANGBEI, CH",2020-10-23,18.94,22.72,13.0,0.0
"JIANGBEI, CH",2020-10-24,19.56,23.39,13.61,0.0
"JIANGBEI, CH",2020-10-25,18.56,23.39,16.0,0.0
"JIANGBEI, CH",2020-10-26,18.06,21.22,16.0,0.0
"JIANGBEI, CH",2020-10-27,16.72,20.11,15.0,3.05
"JIANGBEI, CH",2020-10-28,14.83,18.22,14.0,6.35
"JIANGBEI, CH",2020-10-29,16.44,18.5,14.0,0.0
"JIANGBEI, CH",2020-10-30,17.06,18.72,15.28,1.78
"JIANGBEI, CH",2020-10-31,16.22,18.72,15.0,2.03
"JIANGBEI, CH",2020-11-01,14.56,17.72,13.0,7.11
"JIANGBEI, CH",2020-11-02,14.61,16.5,13.0,2.79
"JIANGBEI, CH",2020-11-03,15.67,18.22,14.0,0.25
"JIANGBEI, CH",2020-11-04,15.5,18.5,14.0,0.0
"JIANGBEI, CH",2020-11-05,15.39,18.5,14.0,0.0
"JIANGBEI, CH",2020-11-06,15.28,20.5,11.0,0.0
"JIANGBEI, CH",2020-11-07,16.44,22.22,12.0,0.0
"JIANGBEI, CH",2020-11-08,17.94,22.22,14.0,0.0
"JIANGBEI, CH",2020-11-09,17.78,23.5,14.0,0.0
"JIANGBEI, CH",2020-11-10,18.5,25.22,13.0,0.0
"JIANGBEI, CH",2020-11-11,18.44,26.0,13.0,0.0
"JIANGBEI, CH",2020-11-12,17.89,25.89,13.0,0.0
"JIANGBEI, CH",2020-11-13,18.67,25.5,13.0,0.0
"JIANGBEI, CH",2020-11-14,18.72,25.5,13.22,0.0
"JIANGBEI, CH",2020-11-15,18.11,25.0,13.0,0.0
"JIANGBEI, CH",2020-11-16,19.44,24.5,13.28,0.0
"JIANGBEI, CH",2020-11-17,20.33,25.89,14.0,0.0
"JIANGBEI, CH",2020-11-18,16.72,25.89,14.0,0.0
"JIANGBEI, CH",2020-11-19,17.72,22.89,15.0,0.0
"JIANGBEI, CH",2020-11-20,16.39,22.89,14.0,0.0
"JIANGBEI, CH",2020-11-21,12.22,19.22,8.0,3.81
"JIANGBEI, CH",2020-11-22,8.17,16.28,7.0,1.02
"JIANGBEI, CH",2020-11-23,8.61,10.61,7.0,0.0
"JIANGBEI, CH",2020-11-24,9.17,10.61,8.0,1.02
"JIANGBEI, CH",2020-11-25,10.28,12.0,8.78,0.51
"JIANGBEI, CH",2020-11-26,11.22,13.89,9.78,0.0
"JIANGBEI, CH",2020-11-27,10.61,13.89,8.0,1.78
"JIANGBEI, CH",2020-11-28,9.17,13.22,6.0,1.27
"JIANGBEI, CH",2020-11-29,10.94,13.61,7.0,0.0
"JIANGBEI, CH",2020-11-30,10.33,13.61,8.0,0.0
"JIANGBEI, CH",2020-12-01,10.06,12.5,8.0,0.25
"JIANGBEI, CH",2020-12-02,9.67,12.39,8.0,1.02
"JIANGBEI, CH",2020-12-03,8.44,11.28,7.0,3.05
"JIANGBEI, CH",2020-12-04,8.06,10.28,7.0,0.0
"JIANGBEI, CH",2020-12-05,10.0,13.78,7.0,0.0
"JIANGBEI, CH",2020-12-06,9.17,13.78,8.0,0.51
"JIANGBEI, CH",2020-12-07,8.67,10.5,7.0,1.78
"JIANGBEI, CH",2020-12-08,10.33,13.72,8.0,0.0
"JIANGBEI, CH",2020-12-09,9.67,13.72,8.0,0.0
"JIANGBEI, CH",2020-12-10,9.83,11.78,9.0,0.0
"JIANGBEI, CH",2020-12-11,9.89,11.78,9.0,0.76
"JIANGBEI, CH",2020-12-12,10.06,11.89,9.0,0.0
"JIANGBEI, CH",2020-12-13,9.06,11.89,7.0,9.14
"JIANGBEI, CH",2020-12-14,6.56,10.39,5.0,3.81
"JIANGBEI, CH",2020-12-15,6.28,8.22,5.0,0.51
"JIANGBEI, CH",2020-12-16,7.06,8.5,6.0,0.0
"JIANGBEI, CH",2020-12-17,6.67,8.89,5.0,0.0
"JIANGBEI, CH",2020-12-18,6.61,8.89,5.0,0.0
"JIANGBEI, CH",2020-12-19,5.56,8.89,3.0,0.51
"JIANGBEI, CH",2020-12-20,5.89,10.78,1.0,0.0
"JIANGBEI, CH",2020-12-21,5.94,11.72,1.0,0.0
"JIANGBEI, CH",2020-12-22,7.28,11.72,2.0,0.0
"JIANGBEI, CH",2020-12-23,6.56,10.78,3.0,0.0
"JIANGBEI, CH",2020-12-24,6.56,10.78,4.72,0.0
"JIANGBEI, CH",2020-12-25,7.44,8.78,5.72,0.0
"JIANGBEI, CH",2020-12-26,7.17,9.78,3.0,0.0
"JIANGBEI, CH",2020-12-27,8.94,12.11,5.0,0.0
"JIANGBEI, CH",2020-12-28,8.28,12.11,6.78,0.51
"JIANGBEI, CH",2020-12-29,5.72,9.89,4.0,0.51
"JIANGBEI, CH",2020-12-30,5.39,7.89,4.0,0.25
"JIANGBEI, CH",2020-12-31,5.56,7.61,4.0,0.25
